,元大巴西指數基金,元大商品指數期貨基金,元大標普500單日反向1倍基金,元大華夏中小基金,元大新中國基金-人民幣,元大新中國基金-新台幣,元大滬深300單日正向2倍基金,元大中國平衡基金-新台幣,元大新中國基金-美元,元大標智滬深300基金,元大上證50基金,元大台灣50單日反向1倍基金,元大亞太成長基金,元大全球公用能源效率基金-配息型,元大大中華價值指數基金-人民幣,元大全球公用能源效率基金-不配息型,元大中國平衡基金-人民幣,元大全球新興市場精選組合基金,元大美元貨幣市場基金-新台幣,元大大中華價值指數基金-新台幣,元大台商收成基金,元大大中華TMT基金-人民幣,元大新興亞洲基金,元大大中華TMT基金-新台幣,元大大中華價值指數基金-美元,元大高科技基金,元大台灣高股息基金,元大中國機會債券基金-人民幣（A）不配息,元大中國機會債券基金-人民幣（B）配息,元大卓越基金,元大巴菲特基金,元大新興印尼機會債券基金-人民幣,元大人民幣貨幣市場基金-人民幣,元大美元貨幣市場基金-美元,元大萬泰貨幣市場基金,元大得利貨幣市場基金,元大得寶貨幣市場基金,元大印度指數基金,元大中國機會債券基金-新台幣,元大亞太政府公債指數基金（A）-不配息型,元大亞太政府公債指數基金（B）-配息型,元大台灣中型100基金,元大新興印尼機會債券基金-新台幣配息,元大新興印尼機會債券基金-新台幣不配息,元大印度基金,元大人民幣貨幣市場基金-新台幣,元大台灣金融基金,元大經貿基金,元大台灣電子科技基金,元大多福基金,元大新興印尼機會債券基金-美金,元大台灣加權股價指數基金,元大台灣卓越50基金,元大摩臺基金,元大滬深300單日反向1倍基金,元大全球ETF穩健組合基金,元大富櫃50基金,元大2001基金,元大標普高盛原油ER指數股票型期貨信託基金,元大店頭基金,元大全球股票入息基金-美元配息,元大黃金期貨基金,元大全球股票入息基金-新台幣不配息,元大全球ETF成長組合基金,元大全球不動產證券化基金-人民幣,元大多多基金,元大全球股票入息基金-新台幣配息,元大新主流基金,元大全球不動產證券化基金-美元,元大全球地產建設入息基金-配息型,元大全球不動產證券化基金（A）-不配息型,元大全球地產建設入息基金-不配息型,元大標普500基金,元大全球不動產證券化基金（B）-配息型,元大全球農業商機基金,元大台灣50單日正向2倍基金,元大印尼指數基金,元大標普500單日正向2倍基金
2016-05-31,4.202,5.572,19.15,6.76,9.21,9.5,11.53,13.35,9.019,16.05,26.11,18.79,9.94,5.86,9.74,7.47,2.7,11.83,9.9101,13.61,20.31,9.87,9.0,9.73,9.53,12.1,22.04,10.337,9.9542,40.28,23.68,11.0642,10.6155,10.0061,14.9875,16.1243,11.8893,8.644,10.5337,9.2236,8.1664,24.29,10.7256,10.9376,9.82,10.8502,12.76,28.66,27.07,51.21,10.7539,18.095,63.34,29.56,19.19,14.43,11.26,53.34,19.15,7.38,8.959,7.56,9.65,10.08,10.47,16.28,9.41,19.57,10.252,6.89,11.77,8.49,20.35,8.61,16.23,19.33,8.289,20.83
2016-06-01,4.255,5.598,19.12,6.82,9.21,9.51,11.29,13.33,9.023,16.09,25.88,18.67,9.83,5.86,9.78,7.46,2.7,11.83,9.9079,13.663,20.43,9.95,9.0,9.8,9.57,12.19,22.18,10.3426,9.9595,40.36,23.71,11.0683,10.6164,10.0062,14.9876,16.1244,11.8894,8.653,10.5355,9.2257,8.1682,24.48,10.7257,10.9377,9.76,10.8471,12.84,28.79,27.34,51.44,10.7566,18.229,63.91,29.83,19.26,14.43,11.3,53.72,19.12,7.43,8.949,7.54,9.63,10.08,10.45,16.28,9.4,19.6,10.228,6.84,11.74,8.43,20.37,8.59,16.21,19.61,8.354,20.89
2016-06-02,4.328,5.645,19.06,6.82,9.26,9.55,11.31,13.33,9.067,16.11,25.9,18.7,9.67,5.85,9.8,7.45,2.7,11.84,9.905,13.682,20.25,10.0,9.01,9.84,9.586,12.07,22.13,10.3374,9.9546,40.1,23.6,11.0629,10.6172,10.0063,14.9877,16.1245,11.8894,8.712,10.5269,9.2339,8.1755,24.32,10.717,10.9288,9.83,10.8444,12.82,28.52,27.2,51.19,10.7512,18.143,63.61,29.68,19.2,14.43,11.09,53.44,19.2,7.32,8.923,7.52,9.6,10.09,10.37,16.16,9.37,19.41,10.147,6.78,11.64,8.36,20.42,8.51,16.25,19.54,8.334,21.0
2016-06-03,4.464,5.604,19.12,6.92,9.33,9.69,11.34,13.45,9.2,16.21,26.03,18.66,9.74,5.95,9.78,7.57,2.71,11.9,9.9029,13.746,20.37,10.03,9.09,9.94,9.633,12.04,22.21,10.3239,9.9415,40.09,23.62,11.1457,10.618,10.0064,14.9878,16.1246,11.8895,8.766,10.5828,9.3624,8.2892,24.36,10.8689,11.0837,9.9,10.9171,12.85,28.42,27.4,51.14,10.9059,18.196,64.05,29.89,19.18,14.54,11.11,53.23,19.0,7.3,8.96,7.7,9.64,10.16,10.46,16.14,9.41,19.38,10.313,6.87,11.83,8.47,20.36,8.65,16.48,19.63,8.503,20.88
2016-06-04,,,,,,,,,,,,18.64,9.71,5.93,,7.55,,,,,20.35,,9.07,,,12.1,22.19,,,40.18,23.7,,,,14.988,16.1248,11.8896,,,9.3348,8.2648,24.41,,,,,12.79,28.49,27.41,51.15,,18.217,63.98,29.86,,,11.14,53.49,,7.34,,,,,,16.15,,19.42,,,,,,,16.43,19.68,,
2016-06-06,4.467,5.665,18.98,6.93,9.36,9.62,11.13,13.4,9.193,16.13,25.74,18.64,9.67,5.93,9.87,7.55,2.72,11.9,9.8414,13.74,20.3,10.17,9.1,9.98,9.689,12.12,22.12,10.3446,9.9614,40.2,23.69,11.2676,10.6204,10.0066,14.9881,16.125,11.8898,8.687,10.4995,9.345,8.2738,24.34,10.8794,11.0945,9.83,10.8118,12.81,28.31,27.48,50.98,10.9849,18.229,64.15,29.9,19.16,14.46,11.14,53.43,19.34,7.31,8.984,7.72,9.6,10.12,10.41,16.12,9.37,19.4,10.224,6.8,11.66,8.39,20.29,8.52,16.48,19.68,8.617,20.93
2016-06-07,4.524,5.677,18.95,6.92,9.37,9.6,11.18,13.42,9.189,16.15,25.7,18.44,9.73,5.97,10.04,7.6,2.74,12.01,9.8224,13.929,20.59,10.2,9.18,9.98,9.842,12.18,22.48,10.3481,9.9648,40.49,23.83,11.41,10.6212,10.0067,14.9883,16.1251,11.8898,8.736,10.4681,9.3793,8.3042,24.54,10.9802,11.1972,9.87,10.7766,12.91,28.58,27.75,51.2,11.1082,18.409,64.86,30.21,19.14,14.49,11.26,53.84,19.62,7.35,9.048,7.72,9.65,10.16,10.49,16.21,9.42,19.6,10.29,6.85,11.71,8.44,20.27,8.56,16.59,20.12,8.745,20.93
2016-06-08,4.704,5.792,18.88,6.91,9.31,9.52,11.07,13.33,9.151,16.06,25.6,18.33,9.77,5.93,10.05,7.57,2.72,12.03,9.7877,13.914,20.58,10.18,9.17,9.93,9.865,12.28,22.54,10.35,9.9667,40.62,23.84,11.4276,10.622,10.0068,14.9884,16.1252,11.8899,8.733,10.4481,9.3835,8.2899,24.67,10.9741,11.191,9.86,10.7548,12.96,28.62,27.97,51.32,11.1413,18.484,65.28,30.42,19.24,14.49,11.19,54.15,19.96,7.35,9.071,7.81,9.64,10.16,10.5,16.21,9.41,19.66,10.314,6.84,11.7,8.43,20.32,8.55,16.58,20.36,8.686,21.07
2016-06-13,4.411,5.693,19.26,6.71,8.97,9.19,10.42,13.1,8.77,15.58,25.09,18.74,9.39,5.84,9.75,7.46,2.67,11.72,9.852,13.526,20.12,9.82,8.96,9.6,9.528,12.08,22.18,10.3715,9.9704,40.19,23.55,11.3339,10.6259,10.0074,14.989,16.1258,11.8904,8.542,10.4905,9.3917,8.2971,24.23,10.904,11.1654,9.7,10.7802,12.69,28.08,27.35,50.87,10.9988,18.126,63.77,29.73,19.99,14.41,11.05,53.24,19.25,7.21,8.746,7.97,9.39,9.96,10.3,15.87,9.14,19.32,10.07,6.63,11.49,8.18,20.06,8.39,16.19,19.44,8.399,20.38
2016-06-14,4.323,5.682,19.29,6.74,9.03,9.23,10.65,13.1,8.813,15.62,25.21,18.62,9.13,5.79,9.76,7.4,2.68,11.65,9.8485,13.512,20.3,9.89,8.94,9.65,9.522,12.13,22.38,10.3797,9.9782,40.32,23.66,11.2932,10.6267,10.0075,14.9891,16.1259,11.8905,8.524,10.4789,9.3562,8.2658,24.42,10.8442,11.1042,9.69,10.7605,12.81,28.2,27.52,50.95,10.9426,18.217,64.11,29.92,19.74,14.33,11.18,53.4,19.06,7.27,8.647,7.97,9.28,9.88,10.28,15.93,9.03,19.41,10.03,6.56,11.44,8.09,20.02,8.36,16.02,19.67,8.376,20.29
2016-06-15,4.357,5.637,19.32,6.96,9.27,9.5,10.66,13.25,9.071,15.81,25.35,18.55,9.3,5.8,9.77,7.41,2.7,11.71,9.8541,13.555,20.34,10.26,9.02,10.03,9.546,12.15,22.42,10.3807,9.9792,40.47,23.74,11.3294,10.6275,10.0077,14.9892,16.1261,11.8906,8.63,10.504,9.3842,8.2906,24.42,10.904,11.1654,9.8,10.786,12.83,28.24,27.61,50.94,10.9968,18.286,64.39,30.04,19.67,14.37,11.22,53.52,18.81,7.3,8.672,7.97,9.31,9.93,10.32,15.97,9.06,19.44,10.095,6.61,11.52,8.16,20.0,8.41,16.09,19.82,8.467,20.25
2016-06-16,4.406,5.539,19.24,6.93,9.24,9.45,10.65,13.13,9.03,15.63,25.22,18.84,8.92,5.78,9.62,7.38,2.68,11.59,9.8389,13.321,20.07,10.18,8.94,9.94,9.396,12.05,22.19,10.3816,9.9801,39.91,23.4,11.2951,10.6283,10.0078,14.9893,16.1262,11.8907,8.544,10.4837,9.3595,8.2687,24.16,10.849,11.109,9.69,10.7649,12.59,27.88,27.26,50.62,10.9582,18.039,63.35,29.58,19.71,14.33,11.24,53.0,18.2,7.25,8.657,8.04,9.28,9.88,10.12,15.89,9.03,19.19,9.89,6.48,11.27,8.0,20.03,8.23,15.96,19.2,8.398,20.36
2016-06-17,4.476,5.643,19.35,6.96,9.33,9.54,10.76,13.23,9.121,15.74,25.31,18.58,8.96,5.81,9.67,7.41,2.7,11.65,9.8371,13.395,20.23,10.2,8.99,9.96,9.45,12.11,22.32,10.3831,9.9816,40.1,23.52,11.3081,10.6291,10.0079,14.9895,16.1263,11.8908,8.593,10.4852,9.3659,8.2744,24.31,10.8614,11.1218,9.73,10.7657,12.74,28.11,27.54,50.9,10.9728,18.2,64.02,29.9,19.61,14.34,11.24,53.34,18.88,7.27,8.714,8.01,9.34,9.92,10.14,16.02,9.09,19.31,9.907,6.51,11.29,8.04,19.96,8.24,16.01,19.71,8.455,20.13
2016-06-20,4.556,5.673,19.19,6.94,9.39,9.57,10.76,13.25,9.191,15.73,25.26,18.42,9.1,5.86,9.81,7.49,2.72,11.72,9.7975,13.542,20.42,10.27,9.04,9.99,9.592,12.12,22.58,10.3761,9.9748,40.26,23.6,11.3855,10.6314,10.0082,14.9898,16.1267,11.8911,8.586,10.4466,9.372,8.2797,24.49,10.9029,11.1643,9.69,10.7357,12.83,28.15,27.72,50.96,11.0588,18.329,64.43,30.09,19.52,14.36,11.33,53.53,19.38,7.31,8.868,7.99,9.47,9.99,10.3,16.07,9.21,19.41,10.078,6.63,11.44,8.18,20.0,8.35,16.13,20.03,8.538,20.37
2016-06-21,4.58,5.609,19.13,6.86,9.25,9.43,10.72,13.26,9.048,15.79,25.25,18.33,9.17,5.87,9.88,7.5,2.72,11.77,9.7982,13.64,20.53,10.12,9.1,9.84,9.661,12.18,22.75,10.3788,9.9774,40.58,23.83,11.3742,10.6322,10.0083,14.9899,16.1268,11.8911,8.578,10.4443,9.3862,8.2923,24.67,10.8869,11.1479,9.69,10.7312,12.89,28.24,27.91,51.01,11.0418,18.467,64.9,30.32,19.53,14.36,11.36,53.93,19.4,7.34,8.864,7.86,9.47,9.99,10.39,16.23,9.21,19.52,10.158,6.68,11.53,8.24,20.03,8.42,16.14,20.22,8.558,20.48
2016-06-22,4.563,5.571,19.16,6.94,9.37,9.56,10.85,13.34,9.189,15.77,25.35,18.33,9.1,5.88,9.94,7.51,2.73,11.82,9.787,13.735,20.63,10.28,9.14,10.0,9.739,12.17,22.75,10.3807,9.9793,40.66,23.9,11.3614,10.6329,10.0084,14.99,16.127,11.8912,8.574,10.4544,9.392,8.2974,24.78,10.8831,11.144,9.68,10.7404,12.91,28.27,27.99,51.15,11.0507,18.51,65.13,30.42,19.41,14.35,11.4,53.96,19.16,7.37,8.855,7.85,9.45,9.98,10.28,16.25,9.19,19.56,10.069,6.65,11.42,8.21,19.99,8.34,16.11,20.25,8.617,20.4
2016-06-23,4.735,5.567,18.89,6.86,9.25,9.42,10.7,13.31,9.059,15.73,25.22,18.33,9.21,5.91,9.97,7.55,2.73,11.85,9.7777,13.75,20.62,10.19,9.14,9.91,9.759,12.11,22.62,10.3792,9.9778,40.42,23.72,11.4839,10.6337,10.0085,14.9902,16.1271,11.8913,8.635,10.436,9.4544,8.3526,24.69,10.9827,11.2459,9.77,10.7237,12.85,28.12,27.91,50.8,11.1625,18.447,64.83,30.29,19.54,14.4,11.32,53.59,19.52,7.33,8.987,7.8,9.58,10.07,10.31,16.17,9.32,19.44,10.097,6.68,11.44,8.24,20.24,8.35,16.19,20.22,8.667,20.95
2016-06-24,4.597,5.524,19.73,6.87,9.21,9.4,10.67,13.21,8.952,15.71,25.06,18.91,8.65,5.79,9.78,7.39,2.71,11.62,9.8727,13.512,20.18,10.17,8.98,9.9,9.498,11.76,22.09,10.4157,10.0128,39.39,23.08,11.3168,10.6344,10.0087,14.9903,16.1272,11.8914,8.466,10.4905,9.4008,8.3052,24.07,10.8413,11.1012,9.62,10.7427,12.54,27.25,27.19,50.12,10.9131,17.981,63.29,29.55,19.7,14.26,10.96,51.91,18.66,7.08,8.543,8.19,9.19,9.81,10.04,15.8,8.94,18.89,9.75,6.27,11.15,7.73,19.67,8.14,15.84,18.99,8.475,19.36
2016-06-27,4.504,5.483,20.05,6.97,9.42,9.55,10.77,13.26,9.092,15.78,25.18,18.71,8.7,5.77,9.88,7.37,2.73,11.54,9.8825,13.571,20.28,10.43,8.99,10.09,9.53,11.83,22.24,10.4484,10.0443,39.51,23.18,11.4299,10.6367,10.0091,14.9906,16.1276,11.8917,8.464,10.4648,9.3621,8.271,24.28,10.8886,11.1497,9.67,10.6851,12.55,27.55,27.44,50.27,10.9503,18.1,63.68,29.74,19.53,14.2,11.03,52.35,18.21,7.15,8.333,8.2,8.97,9.7,10.16,15.99,8.73,18.99,9.809,6.23,11.23,7.69,19.33,8.2,15.8,19.37,8.481,18.72
2016-06-28,4.68,5.557,19.61,6.95,9.45,9.55,10.81,13.27,9.122,15.72,25.16,18.59,8.7,5.8,9.89,7.41,2.74,11.62,9.8528,13.542,20.3,10.42,9.01,10.06,9.538,11.93,22.41,10.449,10.0448,40.03,23.51,11.6462,10.6375,10.0092,14.9908,16.1277,11.8918,8.491,10.4254,9.4343,8.3348,24.49,11.0578,11.3228,9.71,10.6503,12.62,27.73,27.66,50.46,11.1539,18.211,64.05,29.93,19.46,14.25,11.12,52.74,18.83,7.21,8.502,8.15,9.13,9.81,10.13,16.08,8.88,19.12,9.774,6.28,11.16,7.75,19.64,8.15,15.92,19.59,8.714,19.51
2016-06-29,4.873,5.626,19.23,6.96,9.49,9.61,11.03,13.3,9.202,15.88,25.36,18.46,8.91,5.85,10.0,7.47,2.74,11.77,9.8249,13.712,20.53,10.4,9.1,10.05,9.685,12.04,22.63,10.4344,10.0309,40.3,23.65,11.6599,10.6382,10.0092,14.9909,16.1279,11.8919,8.587,10.4266,9.4708,8.367,24.64,11.0875,11.3533,9.78,10.6671,12.72,27.92,27.95,50.71,11.2157,18.375,64.78,30.25,19.31,14.32,11.23,53.18,19.57,7.27,8.674,8.2,9.29,9.92,10.21,16.16,9.04,19.33,9.892,6.37,11.26,7.86,19.93,8.22,16.08,19.91,8.932,20.22
2016-06-30,4.928,5.551,19.0,6.93,9.5,9.58,11.08,13.32,9.191,16.09,25.35,18.28,8.91,5.92,10.17,7.56,2.76,11.85,9.8076,13.885,20.65,10.38,9.19,9.99,9.825,12.16,22.77,10.4482,10.0441,40.68,23.87,11.6785,10.6389,10.0093,14.991,16.128,11.892,8.65,10.3961,9.4539,8.3521,24.85,11.058,11.3231,9.83,10.6226,12.81,28.11,28.33,51.18,11.2057,18.576,65.6,30.63,19.18,14.35,11.31,53.7,18.97,7.36,8.774,8.15,9.38,9.97,10.25,16.31,9.12,19.49,9.911,6.4,11.26,7.9,20.15,8.22,16.12,20.34,8.956,20.63
2016-07-01,4.951,5.576,18.94,6.89,9.48,9.53,11.18,,9.159,,,18.05,8.88,5.92,,7.56,,11.9,,,20.8,,,,,12.16,22.91,,,40.8,23.92,11.7648,,,14.9911,16.1281,11.8921,8.712,,9.4869,8.3812,24.95,11.1031,11.3693,9.93,,12.85,28.16,28.63,51.21,11.2752,18.744,66.31,30.94,19.07,14.4,11.28,53.85,19.23,7.33,8.847,8.27,9.44,10.0,10.24,16.39,9.18,19.54,9.886,6.39,11.21,7.89,20.17,8.18,16.21,20.84,8.883,20.73
2016-07-04,4.923,,,6.95,9.59,9.64,11.5,13.36,9.266,16.07,25.73,18.03,8.97,5.95,10.3,7.59,2.78,11.92,,14.014,20.91,10.47,9.27,10.04,9.94,12.25,23.11,10.4512,10.047,41.13,24.13,,10.6419,,14.9915,16.1285,11.8924,8.758,10.3682,9.5192,8.4098,25.02,,,9.96,10.5939,12.86,28.34,28.77,51.24,,18.814,66.58,31.05,18.85,,11.31,54.21,19.22,7.4,,,,,10.31,16.5,,19.61,9.962,6.42,11.29,7.92,,8.24,,20.9,,
2016-07-05,4.825,5.455,19.07,6.96,9.61,9.66,11.38,13.34,9.269,15.92,25.83,18.08,8.87,5.91,10.2,7.55,2.77,11.87,9.807,13.888,20.83,10.45,9.23,10.03,9.828,12.19,23.03,10.4673,10.0625,40.91,24.02,,10.6426,10.0099,14.9916,16.1286,11.8924,8.735,10.3858,9.4863,8.3808,25.02,,,9.96,10.5963,12.86,28.3,28.57,51.09,,18.723,66.09,30.84,19.03,14.4,11.3,54.04,18.44,7.4,8.685,8.4,9.28,9.95,10.32,16.46,9.03,19.52,9.953,6.39,11.31,7.89,20.06,8.25,16.1,20.75,,20.49
2016-07-06,4.811,5.464,18.98,7.0,9.64,9.71,11.41,13.37,9.278,16.13,,18.37,8.73,5.91,10.07,7.55,2.77,11.83,9.8456,13.741,20.42,10.46,9.18,10.06,9.687,11.99,22.7,10.4754,10.0703,40.27,23.65,,10.6434,10.0101,14.9917,16.1287,11.8925,,10.4166,9.5313,8.4205,24.63,,,,10.6202,12.64,27.93,28.1,50.53,,18.446,64.93,30.29,19.0,14.44,11.13,53.31,18.77,7.28,8.669,8.46,9.3,9.97,10.15,16.26,9.05,19.24,9.77,6.32,11.14,7.8,20.25,8.13,16.15,20.04,,20.77
2016-07-07,4.754,5.315,18.98,7.03,9.65,9.69,11.4,13.35,9.29,16.24,25.83,18.17,8.66,5.9,10.17,7.53,2.78,11.86,9.815,13.837,20.65,10.51,9.22,10.07,9.785,12.04,22.99,10.4803,10.075,40.4,23.71,,10.6441,10.0102,14.9918,16.1288,11.8926,8.722,10.3886,9.5007,8.3935,24.82,,,9.93,10.5873,12.62,28.14,28.46,50.82,,18.607,65.62,30.62,18.97,14.39,11.17,53.71,18.0,7.31,8.647,8.42,9.25,9.93,10.04,16.31,9.0,19.36,9.66,6.24,10.98,7.7,20.17,8.02,16.04,20.49,,20.67
2016-07-11,4.999,5.316,18.62,6.98,9.57,9.58,11.46,13.35,9.207,16.0,25.71,17.8,8.93,5.93,10.29,7.59,2.79,11.96,9.7878,13.948,20.92,10.47,9.34,10.0,9.892,12.17,23.56,10.4781,10.0728,40.75,23.82,11.9626,10.647,10.0107,14.9923,16.1293,11.893,8.887,10.3492,9.5378,8.4083,25.23,11.2439,11.5135,10.13,10.5525,12.8,28.25,29.1,50.89,11.4192,18.94,67.06,31.3,18.96,14.44,11.25,53.85,18.09,7.37,8.85,8.39,9.44,10.03,10.04,16.34,9.18,19.53,9.656,6.29,10.94,7.78,20.5,7.98,16.19,21.33,9.1,21.38
2016-07-12,5.048,5.411,18.48,7.1,9.69,9.71,11.98,13.52,9.333,16.32,26.23,17.72,9.14,5.96,10.43,7.63,2.82,12.04,9.7895,14.162,21.11,10.55,9.41,10.1,10.041,12.23,23.61,10.4675,10.0467,41.13,24.02,12.0045,10.6477,10.0108,14.9924,16.1295,11.8931,8.958,10.354,9.587,8.4516,25.37,11.2999,11.5708,10.19,10.5687,12.89,28.52,29.29,51.09,11.4743,19.082,67.65,31.55,18.5,14.47,11.33,54.14,18.62,7.43,8.899,8.25,9.52,10.08,10.24,16.48,9.24,19.75,9.863,6.43,11.18,7.95,20.63,8.15,16.24,21.57,9.207,21.68
2016-07-13,5.114,5.356,18.48,7.1,9.73,9.75,12.01,13.48,9.383,16.26,26.29,17.68,9.12,5.98,10.49,7.65,2.81,12.04,9.7783,14.235,21.3,10.63,9.43,10.17,10.105,12.28,23.96,10.4628,10.0422,41.3,24.14,11.987,10.6485,10.0109,14.9925,16.1296,11.8931,8.952,10.3492,9.5723,8.4386,25.61,11.2833,11.5538,10.14,10.5693,13.04,28.52,29.26,51.08,11.4706,19.142,67.73,31.61,18.59,14.47,11.38,54.24,17.96,7.46,8.911,8.3,9.52,10.1,10.31,16.48,9.24,19.72,9.936,6.47,11.25,8.0,20.62,8.2,16.31,21.63,9.308,21.68
2016-07-14,5.193,5.357,18.36,7.09,9.74,9.73,11.83,13.44,9.392,16.19,26.15,17.64,9.15,5.95,10.59,7.62,2.81,12.07,9.7452,14.313,21.35,10.64,9.44,10.14,10.195,12.3,23.96,10.4652,10.0445,41.3,24.13,11.9914,10.6492,10.011,14.9926,16.1297,11.8932,8.961,10.3111,9.5813,8.4466,25.72,11.2433,11.5129,10.19,10.5287,13.12,28.59,29.27,51.21,11.4692,19.166,67.83,31.66,18.63,14.45,11.34,54.57,18.15,7.48,8.941,8.22,9.52,10.09,10.32,16.49,9.24,19.7,9.944,6.43,11.22,7.95,20.63,8.18,16.37,21.71,9.137,21.83
2016-07-15,5.14,5.314,18.38,7.09,9.66,9.59,11.83,13.45,9.285,16.21,26.01,17.44,9.19,5.95,10.68,7.62,2.83,12.04,9.7202,14.367,21.6,10.7,9.42,10.15,10.26,12.45,24.11,10.4808,10.0595,41.84,24.45,11.9467,10.6499,10.0112,14.9927,16.1298,11.8933,8.863,10.2726,9.4996,8.3745,25.95,11.1429,11.4101,10.06,10.4745,13.32,29.03,29.59,51.55,11.3962,19.385,68.62,32.02,18.54,14.38,11.39,55.17,18.04,7.54,8.927,8.19,9.48,10.04,10.41,16.58,9.2,19.9,10.004,6.41,11.26,7.93,20.49,8.21,16.3,22.22,9.11,21.64
2016-07-18,5.267,5.312,18.33,7.06,9.65,9.59,11.79,13.42,9.272,16.05,26.0,17.26,9.19,5.96,10.75,7.63,2.82,12.07,9.7309,14.466,21.82,10.6,9.48,10.06,10.319,12.5,24.28,10.4774,10.0562,42.12,24.64,11.9593,10.6521,10.0116,14.993,16.1302,11.8936,8.827,10.2792,9.5314,8.4025,26.08,11.1626,11.4762,10.06,10.4869,13.43,29.12,29.78,51.57,11.4051,19.523,69.16,32.26,18.67,14.39,11.48,55.33,17.86,7.59,8.966,8.2,9.54,10.06,,16.68,9.25,19.91,,,,,20.62,,16.39,22.68,9.192,21.84
2016-07-19,5.283,5.259,18.35,7.0,9.63,9.57,11.58,13.37,9.259,16.0,25.91,17.17,9.33,5.93,10.7,7.59,2.81,12.07,9.721,14.395,21.94,10.6,9.46,10.04,10.279,12.53,24.34,10.482,10.0606,42.19,24.65,11.9867,10.6529,10.0117,14.9931,16.1303,11.8937,8.83,10.2732,9.4863,8.3628,26.25,11.1768,11.4909,10.07,10.477,13.52,29.18,29.87,51.58,11.4315,19.603,69.47,32.41,18.86,14.36,11.45,55.34,17.92,7.61,8.96,8.22,9.52,10.02,10.39,16.74,9.23,19.95,9.986,6.41,11.24,7.93,20.64,8.19,16.32,22.9,9.299,21.86
2016-07-20,5.267,5.246,18.28,7.03,9.6,9.59,11.6,13.4,9.269,15.99,25.88,17.24,9.35,5.95,10.7,7.62,2.8,12.11,9.7394,14.492,21.89,10.57,9.52,10.09,10.33,12.41,24.2,10.4635,10.0428,41.86,24.44,11.9288,10.6536,10.0118,14.9932,16.1304,11.8938,8.887,10.3239,9.4789,8.3563,26.2,11.1974,11.512,10.18,10.548,13.45,29.07,29.78,51.28,11.4311,19.535,69.17,32.28,18.87,14.4,11.39,54.92,18.11,7.57,9.013,8.15,9.59,10.06,10.37,16.71,9.3,19.92,10.015,6.47,11.29,7.99,20.75,8.23,16.24,22.72,9.406,22.06
2016-07-21,5.253,5.194,18.35,7.05,9.59,9.6,11.73,13.5,9.268,16.02,26.0,17.05,9.47,5.97,10.78,7.65,2.82,12.13,9.7422,14.598,22.13,10.62,9.55,10.14,10.402,12.52,24.41,10.4712,10.0502,42.35,24.71,11.9253,10.6544,10.012,14.9933,16.1306,11.8939,8.848,10.3362,9.4719,8.3501,26.41,11.1998,11.5145,10.18,10.5541,13.5,29.16,30.1,51.47,11.4303,19.688,69.74,32.53,18.74,14.4,11.49,55.29,17.79,7.61,8.999,8.22,9.58,10.06,10.52,16.79,9.29,20.01,10.161,6.51,11.46,8.05,20.63,8.36,16.24,23.18,9.306,21.82
2016-07-22,5.312,5.175,18.27,6.94,9.54,9.54,11.44,13.39,9.207,15.94,25.77,17.15,9.45,5.96,10.74,7.63,2.8,12.12,9.7454,14.545,22.03,10.51,9.52,10.03,10.361,12.51,24.4,10.4755,10.0543,42.17,24.56,11.9066,10.6551,10.0121,14.9935,16.1307,11.894,8.908,10.3346,9.4692,8.3477,26.44,11.176,11.4901,10.24,10.5489,13.43,29.11,29.94,51.45,11.4025,19.592,69.31,32.35,18.92,14.41,11.5,55.02,17.63,7.6,9.001,8.17,9.59,10.07,10.43,16.69,9.3,19.95,10.07,6.47,11.36,7.99,20.73,8.28,16.18,22.9,9.247,22.02
2016-07-25,5.264,5.17,18.34,6.96,9.6,9.61,11.57,13.41,9.256,16.01,25.9,17.22,9.37,5.97,10.75,7.65,2.8,12.13,9.7671,14.572,21.95,10.52,9.55,10.05,10.358,12.42,24.33,10.4831,10.0616,41.96,24.44,11.8582,10.6574,10.0125,14.9938,16.1311,11.8942,8.991,10.3569,9.4623,8.3417,26.28,11.1464,11.4596,10.35,10.5661,13.43,28.87,29.87,51.26,11.3475,19.553,69.29,32.32,18.91,14.41,11.46,54.63,17.43,7.56,9.0,8.15,9.61,10.08,10.53,16.58,9.32,19.83,10.152,6.54,11.48,8.08,20.77,8.37,16.18,22.74,9.304,22.0
2016-07-26,5.265,5.141,18.31,7.06,9.68,9.7,11.74,13.5,9.351,16.08,26.1,17.08,9.31,5.99,10.78,7.67,2.82,12.14,9.7569,14.618,22.03,10.66,9.58,10.19,10.402,12.52,24.33,10.4819,10.0605,42.24,24.55,11.8485,10.6581,10.0126,14.9939,16.1312,11.8943,8.954,10.3562,9.4813,8.3584,26.39,11.1378,11.4508,10.33,10.5674,13.48,29.1,30.06,51.4,11.3508,19.651,69.68,32.52,18.71,14.41,11.57,54.99,17.36,7.62,9.01,8.15,9.61,10.08,10.42,16.71,9.32,19.92,10.062,6.5,11.37,8.03,20.72,8.29,16.19,23.09,9.302,21.97
